source_id	target_id	target_title
19620	93034	中国石化推进430亿美元阿拉斯加投资项目 向美国液化天然气投资进军。
19620	111599	俄罗斯天然气生产商NOVATEK CEO：与沙特能源部长法利赫讨论了液化天然气供应问题。
19620	249844	一艘装载俄罗斯液化天然气的油轮美国时间２４日抵达美国东部港口波士顿。这是美国首次进口俄罗斯液化天然气。
19620	367690	俄罗斯天然气生产商Novatek CEO：公司与沙特能源部长法利赫讨论了液化天然气供应问题。
19620	412448	习近平：中国将扩大从美国进口液化天然气和原油；李克强：欢迎美方拓展对华服务贸易。
19620	230639	皇家荷兰/壳牌石油集团和中国石油长期等待的澳洲天然气开发项目取得重大进展，双方签署为期27年的协议，将向壳牌昆士兰州Curtis液化天然气（LNG）项目供应天然气。
19620	224995	一艘装载俄罗斯液化天然气的油轮美国时间24日抵达美国东部港口波士顿。这是美国首次进口俄罗斯液化天然气。(新华社)
19620	301709	美国能源部长佩里：美国对中国出口液化天然气的能力很强，并且美国出口的液化天然气能帮助中国减排。
19620	266139	【印度未来或成为美国原油出口一大市场】据路透，随着印度炼油商为了实现进口来源多样化而不断加大对美国原油的购买力度，在未来几个月印度有可能成为美国原油出口的一个重要市场。莫迪政府通过免除航运管制来鼓励印度炼油商进口更多的美国原油。不过，自2015年底美国取消对原油出口的禁令以来，向印度出口原油的情况一直非常少见。（环球网）
19620	224718	据外媒：印度石油天然气公司据悉将延迟推进公司最大的原油与天然气项目。
23768	273425	欧洲央行行长德拉基：仍然需要一定程度的货币宽松政策
23768	372635	"欧洲央行月报：仍有必要维持大规模货币宽松措施。
23768	182482	欧洲央行行长德拉基：仍然需要一定程度的宽松。
23768	103395	欧洲央行执委普雷特：仍需要大量的宽松。
23768	167259	"欧洲央行行长德拉吉：将在12月会议上重新评估欧洲央行的货币宽松程度。
23768	6849	欧洲央行执委普雷特：仍旧需要各种程度的货币刺激。
23768	41205	欧洲央行执委普雷特：仍需要相当程度的宽松货币政策。
23768	314137	欧洲央行管委魏德曼：仍需要宽松的货币政策。
23768	430074	欧洲央行管委维勒鲁瓦：仍需要宽松的货币政策。
23768	463273	欧洲央行行长德拉吉：仍需要非常宽松的货币政策。
23768	229571	欧洲央行管委维勒鲁瓦：欧元区仍需要宽松政策。
23768	411433	欧洲央行副行长Constancio：仍需要保持“足够水平的”刺激政策。
23768	393220	欧洲央行行长德拉基：宽松的货币政策在很大程度上仍是必须的。
23768	14634	欧洲央行行长德拉基：仍需要刺激推升通胀的观点得到足够多支持。
23768	324716	欧洲央行行长德拉基：仍需要大量的宽松，以提振通胀。
23768	46038	欧洲央行管委汉森：市场低估了欧洲央行政策的宽松程度。
23768	398917	欧洲央行首席经济学家Praet：需要提供更多货币宽松的概率已经显著下降。
23768	276132	欧洲央行：确保通胀回归到2%附近仍需要相当程度的宽松政策刺激。
23768	245646	"欧洲央行执委Lautenschlaeger：仍需要宽松货币政策帮助通胀朝目标稳定回升。
23768	51441	"德拉吉：欧洲央行将在12月重新审视宽松的程度。
23814	98330	IMF：委内瑞拉黄金储备在2017年11月份减少6.373吨，至184.939吨。
23814	95868	IMF：俄罗斯2017年11月的黄金持有量上涨27.372吨至1828.616吨。
23814	108580	IMF：哈萨克斯坦2017年11月的黄金持有量上涨3.709吨至295.668吨。
23814	61448	IMF：俄罗斯2017年11月的黄金持有量上涨27.372吨至1828.616吨
23814	477252	IMF：哈萨克斯坦2017年10月黄金持有量增加2.63吨至291.959吨。
23814	337787	IMF：阿根廷2018年1月黄金持有量增加6.955吨至61.741吨。
23814	482080	IMF：俄罗斯2018年1月黄金持有量增加18.911吨至1857.73吨。
23814	54978	IMF：俄罗斯将2017年10月黄金储量增加22.33吨至1801.24吨；哈萨克斯坦2017年10月黄金持有量增加2.63吨至291.959吨
23814	441155	"IMF：2015年12月中国大陆黄金持有量增加18.974吨，至1762.364吨。
23814	75642	IMF：2017年11月土耳其黄金储备增加24.7吨至550.48吨。
23814	96315	IMF：卡塔尔2018年1月黄金持有量减少3.110吨至26.589吨。
23814	126860	IMF：2017年12月俄罗斯黄金储备增加10.2吨至1838.82吨。
23814	240137	IMF：哈萨克斯坦2017年12月黄金储备增加5.31吨至300.98吨。
23814	370821	IMF：土耳其2017年10月黄金储量增加30.15吨至525.808吨。
23814	269968	IMF：俄罗斯2017年12月黄金储备增加10.2吨，达到1838.82吨。土耳其11月黄金储备增加24.7吨，至550.48吨；12月增加14.3吨，至564.79吨。
23814	368503	IMF：俄罗斯将2017年10月黄金储量增加22.33吨至1801.24吨。
23814	380737	据IMF数据：2017年1月卡塔尔减持黄金4.325吨至25.362吨；约旦1月减持黄金2.488吨至43.857吨。
23814	202037	IMF：2017年12月俄罗斯黄金储备增加10.2吨至1838.82吨
23814	331874	IMF：哈萨克斯坦2017年12月黄金储备增加5.31吨至300.98吨
23814	479622	IMF：2017年5月俄罗斯增加黄金储备19.47吨至1706.81吨
28091	455999	美国总统特朗普推特：华尔街日报错误地报道称，我和朝鲜最高领导人金正恩关系良好。
28091	183761	美国中央情报局局长迈克·庞皮欧：中央情报局认为朝鲜最高领导人金正恩是一个理性的人美国认为朝鲜最高领导人金正恩会利用核武器来达成其胁迫性的目标朝鲜最高领导人金正恩的下一步应当会建造导弹军械库朝鲜最高领导人金正恩将不会停止独立的军备测试
28091	471249	【金正恩：有意派团参加平昌冬奥 已完成核武建设大业】朝鲜最高领导人金正恩1日通过朝鲜中央电视台发表2018年新年贺词。他表示，祝愿平昌冬奥会圆满成功，朝鲜有意采取包括派团参赛的所有措施，并愿与韩方就此尽快举行会谈。金正恩表示，去年朝鲜完成国家核武力建设的历史大业，有能力应对和封锁任何核威胁。他说，美国全境都在朝鲜的核打击范围内，并且核按钮就在他的办公桌上。美国应意识到，这不是威胁而是现实，决不容许美国向他和朝鲜发起战争。 （环球网）
28091	206629	朝鲜最高领导人金正恩：希望平昌冬奥会能成功举行。
28091	239380	朝鲜最高领导人金正恩：考虑派遣代表团前往将于韩国举行的冬奥会。
28091	272140	彭博：特朗普推特回应金正恩称，他也有核按钮
28091	34804	朝鲜最高领导人金正恩：美国永远不能对朝鲜开始战争。
28091	194943	朝鲜最高领导人金正恩：美国在朝鲜的打击范围内。
28091	469211	朝鲜最高领导人金正恩：只有当国家安全受到威胁时，才会使用核武器。
28091	352908	朝鲜最高领导人金正恩：将重点放在部署核弹头和弹道导弹上
28091	204563	【奥巴马将在卸任前最后一次亮相G20首脑峰会】美国白宫发言人厄内斯特声明称，奥巴马将于9月2-9日访问中国和老挝，并出席在中国杭州举行的G20领导人峰会，此次出访中国和老挝期间，奥巴马将会见中国国家主席习近平，并在老挝参加美国-东盟峰会和东亚峰会，他将是首位访问老挝的美国总统。
28091	59900	人民日报：美国总统特朗普表示愿同朝鲜最高领导人金正恩通话，称百分之百支持此次韩朝会晤，期盼在适当的时候美国也参与进来
28091	122885	朝鲜最高领导人金正恩：将重点放在部署核弹头和弹道导弹上。
28091	149185	朝鲜驻俄使馆：首尔应就烧毁朝鲜国旗和金正恩照片道歉
28091	300834	据韩联社：朝鲜表示将恢复韩朝沟通渠道，朝鲜将和韩国商讨冬奥会代表团相关事宜，朝鲜最高领导人金正恩表示欢迎韩国对其和平提议的支持。
28091	228719	据俄罗斯卫星网：俄罗斯驻朝大使称，目前未研究朝鲜领导人金正恩访俄事宜。
28091	243669	据韩国YTN电视台：韩国军队在朝鲜发射导弹后进行演习
28091	237907	朝鲜最高领导人金正恩：韩国与朝鲜应该改善关系，对话路径是开放的
28091	261189	据人民日报：美国总统特朗普表示愿同朝鲜最高领导人金正恩通话，称百分之百支持这次韩朝会晤，期盼在适当的时候美国也参与进来。
28091	242336	【朝媒：特朗普因侮辱伟大领袖金正恩被朝鲜人民判死刑】本周三（11月15日），朝鲜官媒再次针对美国总统特朗普发出威胁，指出美国总统因为侮辱了朝鲜领导人金正恩，完全可以被判处不可赦免的死刑。
34581	202661	美国副总统彭斯：（就朝鲜问题）为所有可能的结果做好准备。
34581	2461	美国副总统彭斯：将对任何核武器的使用进行快速应对。
34581	453454	美国副总统彭斯：对于朝鲜问题，将考虑所有选项。
34581	448817	美国副总统彭斯：将继续孤立朝鲜直至其放弃核武器。
34581	338135	美国副总统彭斯：美韩就朝鲜问题立场一致。
34581	95098	美国副总统彭斯：美国对于朝鲜进行对话持开放态度，但在朝鲜放弃核武器计划前将不会撤销对朝的制裁政策
34581	13064	美国副总统彭斯：美国对于朝鲜进行对话持开放态度，但在朝鲜放弃核武器计划前将不会撤销对朝的制裁政策。
34581	27373	美国副总统彭斯：寻求和平解决朝鲜问题。
34581	450124	美国副总统彭斯：将继续促进由公平自由的贸易；将继续孤立朝鲜直至其放弃核武器
34581	141989	美国副总统彭斯：美国军队做好准备保护国土及盟友安全。
34581	278886	日本经济再生大臣茂木敏充：预计首相安倍晋三和美国副总统彭斯将就朝鲜问题交换意见。
34581	255007	俄罗斯总统普京：美国已经没有正当理由地对日本使用过核武器，现在没有对朝鲜使用核武器的必要。
34581	407215	美国副总统彭斯：对朝鲜战略性忍耐时期已经结束，所有选项都在桌面上。
34581	135041	美国副总统彭斯：美国将帮助韩国对朝鲜施加最大压力。
34581	271501	俄罗斯总统普京：俄罗斯将回应任何对俄的任何核武器使用措施。
34581	81846	日本首相安倍晋三：与美国副总统彭斯细节讨论了朝鲜问题。
34581	432168	美国副总统彭斯：朝鲜代表团访韩是一个非常有成效的开始韩国总统文在寅支持对朝施压美韩就朝鲜问题立场一致
34581	59345	美国副总统彭斯：（被问及与朝鲜方面会面）将继续观察。
34581	145646	美国副总统彭斯（对军队表示）：我们将在华盛顿解决政府关门的问题。
34581	303806	美国副总统彭斯对军队表示将在华盛顿解决政府关门的问题
46930	26673	香港财政司长陈茂波：投资者今年需要保持警惕。
46930	158502	香港财政司长陈茂波：香港需要寻得新的经济增长动力。
46930	90235	香港财政司长陈茂波：今明两年将继续发行银色债券。
46930	177688	香港财政司长陈茂波：香港应当考虑引入劳动力。
46930	346898	香港财政司长陈茂波：香港应当针对个别行业需要，适时适度增加输入劳动力。
46930	255160	香港财政司长陈茂波：香港目标让经济发展多元化。
46930	205804	香港财政司长陈茂波：香港在科技创新方面不能落后。
46930	372652	香港财政司长陈茂波：香港的目标是实现经济发展多元化。
46930	74958	香港财政司长陈茂波：香港2018年潜在通胀预期为2.5%。
46930	417039	香港财政司长陈茂波：香港2018年名义通胀增速预期为2.2%。
46930	296740	香港财政司长陈茂波：对2018年前景展望持谨慎乐观态度。
46930	1013	香港财政司长陈茂波：绿色债券发行项目的借贷上限为1000亿港元。
46930	132116	香港财政司长陈茂波：香港计划于2018-2019年度发行首批政府绿色债券。
46930	382247	中国银行国际金融研究所：全球经济不确定性包括美国宏观经济政策、英国脱欧和地缘政治风险。
46930	132073	"香港财政司长陈茂波：计划在2018/2019年度发行首批政府绿色债券。
46930	104018	香港财政司司长陈茂波：正在密切关注香港楼市。
46930	476102	"德拉吉：全球地缘政治风险已经上升。
46930	198930	香港财政司长陈茂波：香港将把预计年度盈余中近四成与市民共享，香港2017-2018年度预计录得盈余1380亿元。
46930	305899	"印尼央行在监控全球风险和地缘政治风险； 
46930	215415	标普：全球信贷前景展望稳定，尽管地缘政治与资产波动性带来阻力。全球地缘政治风险维持在高位，主要受中美贸易紧张态势升级的影响。
51579	269962	日本央行理事雨宫正佳：需要持续进行强力的宽松。
51579	35515	日本央行理事雨宫正佳：需要持续进行强有力的宽松政策。
51579	412978	日本央行理事雨宫正佳：需要持续进行强力的宽松
51579	356351	"日本央行理事雨宫正佳：现在谈论退出QQE还为时尚早。
51579	430932	日本央行理事雨宫正佳：日本央行的宽松政策不是为了政府债务融资。"
51579	466657	"日本央行理事雨宫正佳：日本央行的宽松政策不是为了政府债务融资。
51579	129266	"日本央行理事雨宫正佳：全球经济有些放缓。
51579	23065	日本央行雨宫正佳：日本央行将继续实施强有力的宽松政策。
51579	129883	"日本央行理事雨宫正佳：日本央行的购债金额是浮动的。
51579	109119	"日本央行理事雨宫正佳：如果日本央行未来卖出ETF，将避免造成损失和冲击市场。
51579	193710	日本央行理事雨宫正佳：日本央行仍在实现通胀目标的路上。日本央行仍将努力实现通胀目标。
51579	353201	日本央行理事雨宫正佳：需要密切关注负利率政策对金融市场的影响。
51579	257156	"日本央行理事雨宫正佳：达到2%的通胀目标仍有很长的一段时间。
51579	236286	"日本央行理事雨宫正佳：市场有序地消化了收益率曲线调控政策。
51579	38210	日本央行委员片冈刚士：如果日本央行需要退出宽松政策，特定的货币政策工具将由当时的经济、物价及金融发展状况而定。
51579	116153	日本央行委员雨宫正佳：目前提高长期利率并不合适。
51579	414789	据外媒：日本央行理事雨宫正佳将在当地时间14:00（北京时间13:00）在国会发表讲话。
51579	70757	日本央行、财务省与金融厅今日就金融市场召开例行会议。财务省财务官浅川雅嗣、央行理事雨宫正佳参加会议。
51579	302210	据财经网站forexlive：日本央行行长黑田东彦和日本央行理事雨宫正佳今日将出席议会发言，分别在北京时间9:00和13:20发表讲话及回答问题。
51579	308609	"黑田东彦：日本央行将继续关注经济和物价状况。
62560	417408	"日本央行副行长中曾宏：距离实现2%通胀目标仍有很远的距离。
62560	480838	"日本央行副行长岩田规久男：距离实现2%通胀目标仍有一段路。
62560	256247	"日本央行审议委员政井贵子：距离实现2%通胀目标仍有一些距离。
62560	155140	日本央行行长黑田东彦：离2%通胀目标仍有距离。
62560	116559	日本央行委员布野幸利：距离达到2%的通胀目标仍有一段距离。
62560	116816	日本央行行长黑田东彦：距离达到2%通胀目标尚有一些距离；预计日本经济稳定前进，能逐步实现2%通胀目标。
62560	321093	"日本央行副行长岩田规久男：日本央行距离2%的通胀目标还很远。
62560	149551	"日本央行行长黑田东彦：距离实现2%通胀目标仍有一段距离。
62560	311225	"日本央行委员会委员布野幸利：距离实现2%通胀目标仍有一段距离。
62560	193152	日本央行副行长岩田规久男：距离2%的通胀目标仍很远，所以当前的收益率曲线是合适的。
62560	204517	日本央行铃木人司：距离通胀目标仍有一段距离，但经济仍在扩张。
62560	338613	日本央行总裁黑田东彦：距达成2%通胀目标仍有一些距离
62560	467116	"日本央行新委员片冈刚士：日本央行距离实现2%通胀目标还有很远的距离。
62560	71274	"日本央行行长黑田东彦：距离通胀目标仍有一段距离。
62560	425452	日本央行行长黑田东彦：离实现通胀目标仍有距离。
62560	26583	日本央行行长黑田东彦：离通胀目标仍有一半的距离。
62560	94479	日本央行行长黑田东彦：维持强有力的货币政策，因离通胀目标仍有距离。
62560	409815	"日本央行行长黑田东彦：通货膨胀趋势稳步改善，日本央行将实现2%的通胀目标，但仍有一半的距离。
62560	313451	日本央行行长黑田东彦：日本央行距离通胀目标仍较远，不需要改变国债收益率曲线。
62560	425003	黑田东彦：日本央行距离实现通胀目标仍遥远，日本央行将继续当前的货币政策。
96556	39745	美国明尼阿波利斯联储主席Kashkari：相信美联储主席耶伦工作出色，希望她能获得连任提名。
96556	279543	"美国明尼阿波利斯联储主席Kashkari：一旦经济增速加速，美联储将允许削减资产负债表。
96556	22953	美国明尼阿波利斯联储主席Kashkari（2017年票委）并未在讲稿中置评美联储政策前景，称：明尼阿波利斯联储创建包容性增长机构。
96556	166198	"美国明尼阿波利斯联储主席Kashkari：美联储主席耶伦工作表现很好，应继续担任下一任主席。
96556	232186	美国明尼阿波利斯联储主席Kashkari：不反对恢复格拉斯斯蒂格尔法案，但单靠这一法案本身无法解决大而不能倒的问题。（CNBC）
96556	263242	特朗普最新表态：希望避免中美贸易战，但不能保证不会发生
96556	97493	"美国明尼阿波利斯联储主席Kashkari（2017年有投票权）并未提及美联储货币政策，称：银行业监管让“大而不能倒”恶化。
96556	11242	【特朗普最新表态：希望避免中美贸易战，但不能保证不会发生】澎湃新闻引述路透社报道称，在被问及美国针对中国钢铁、铝、太阳能面板产品的贸易措施是否可能导致贸易战时，特朗普称，他希望避免（贸易战），但不能保证它不会发生。“但如果会爆发，那就爆发了。”
96556	481723	"美国明尼阿波利斯联储主席Kashkari：商业地产尚未抵达风险点。
96556	357008	"美国明尼阿波利斯联储主席Kashkari：重申美联储跟随数据行动。
96556	484542	美国明尼阿波利斯联储主席Neel Kashkari：预计鲍威尔领导下的美联储不会发生重大变化。
96556	337365	【官方人士称中国经济能够应对贸易战风险】中国日报援引贸易官员和经济专家称，面对贸易战，中国并非不堪一击。通过近年的经济改革和增强稳定性，中国对贸易战有所准备。
96556	289911	"美国明尼阿波利斯联储主席Kashkari（有投票权）：美联储应当推迟加息，以等待更多通胀数据。
96556	217817	"美国明尼阿波利斯联储主席Kashkari：加息没有具体日程安排，近期的经济数据可能会进一步下行。
96556	279762	美国明尼阿波利斯联储主席Kashkari（2017年FOMC票委）：鉴于总统特朗普可靠的提名，美联储人员结构良好。
96556	412804	"美国明尼阿波利斯联储主席Kashkari（有投票权）：一旦美联储达成共识，将寻求资产负债表方面的计划。
96556	266594	"美国明尼阿波利斯联储主席Kashkari：美联储正竭尽所能地推动经济前行。
96556	374376	"美国明尼阿波利斯联储主席Kashkari：将就业纳入美联储职责是合理的。
96556	283398	美国明尼阿波利斯联储主席Kashkari（2017年有投票权）：美联储不能利用货币政策来化解不平等问题。
